in:wing1,in:wing2,out:wing1,out:wing2,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37
27,10,27,10,2.431389,2.283616,2.135844,1.988071,1.840299,7.331619,7.039886,6.748154,6.456421,6.164688,6.164688,2.552146,2.404374,2.256601,2.108829,1.961056,7.541825,7.250092,6.95836,6.666627,6.666627,6.374894,2.699919,7.833557,2.579161,7.623351,2.565654,2.417881,2.270109,2.122336,2.122336,1.974564,7.582588,7.290856,6.999123,6.70739,6.415658,2.186677,3.390008,4.593338,5.796669,7,2.10536,3.32902,4.55268,5.77634,7,7,1.203331,2.406662,3.609992,4.813323,6.016654,1.22366,2.44732,3.67098,4.89464,4.89464,6.1183,0,0,0.983346,0.8817,1.093338,2.296669,3.5,4.703331,4.703331,5.906662,1.05268,2.27634,3.5,4.72366,5.94732,0.88458,0.718372,0.552163,0.385955,0.219747,-0.232191,-0.818409,-1.404627,-1.990846,-2.577064,-2.577064,1.020403,0.854195,0.687987,0.521778,0.35557,0.190205,-0.396013,-0.982231,-1.56845,-1.56845,-2.154668,1.186611,0.776424,1.050788,0.354028,0.894495,0.728286,0.562078,0.39587,0.39587,0.229662,-0.244693,-0.830911,-1.41713,-2.003348,-2.589566
28,10,28,10,2.45115,2.298438,2.145725,1.993012,1.840299,7.358991,7.060415,6.76184,6.463264,6.164688,6.164688,2.575737,2.423024,2.270311,2.117598,1.964885,7.571669,7.273094,6.974518,6.675943,6.675943,6.377367,2.72845,7.870245,2.603863,7.657566,2.5898,2.437087,2.284374,2.131661,2.131661,1.978948,7.614618,7.316042,7.017467,6.718891,6.420316,2.185545,3.389159,4.592773,5.796386,7,2.098306,3.323729,4.549153,5.774576,7,7,1.203614,2.407227,3.610841,4.814455,6.018069,1.225424,2.450847,3.676271,4.901694,4.901694,6.127118,0,0,0.981931,0.872882,1.092773,2.296386,3.5,4.703614,4.703614,5.907227,1.049153,2.274576,3.5,4.725424,5.950847,0.918133,0.743536,0.56894,0.394344,0.219747,-0.111061,-0.727562,-1.344062,-1.960563,-2.577064,-2.577064,1.060572,0.885975,0.711379,0.536783,0.362186,0.328079,-0.288421,-0.904922,-1.521423,-1.521423,-2.137924,1.235168,0.94458,1.092729,0.50544,0.936369,0.761772,0.587176,0.41258,0.41258,0.237983,-0.096969,-0.71347,-1.329971,-1.946472,-2.562972
29,10,29,10,2.469941,2.312531,2.15512,1.997709,1.840299,7.383403,7.078725,6.774046,6.469367,6.164688,6.164688,2.598143,2.440733,2.283322,2.125911,1.968501,7.597962,7.293283,6.988605,6.683926,6.683926,6.379247,2.755554,7.902641,2.627352,7.688082,2.612748,2.455337,2.297926,2.140516,2.140516,1.983105,7.643022,7.338343,7.033665,6.728986,6.424307,2.184405,3.388304,4.592202,5.796101,7,2.091348,3.318511,4.545674,5.772837,7,7,1.203899,2.407798,3.611696,4.815595,6.019494,1.227163,2.454326,3.681489,4.908652,4.908652,6.135816,0,0,0.980506,0.864184,1.092202,2.296101,3.5,4.703899,4.703899,5.907798,1.045674,2.272837,3.5,4.727163,5.954326,0.951067,0.768237,0.585407,0.402577,0.219747,0.00816,-0.638146,-1.284452,-1.930758,-2.577064,-2.577064,1.099972,0.917142,0.734312,0.551482,0.368652,0.463297,-0.183009,-0.829315,-1.475621,-1.475621,-2.121927,1.282802,1.109603,1.133898,0.654466,0.977494,0.794663,0.611833,0.429003,0.429003,0.246173,0.048399,-0.597907,-1.244213,-1.890519,-2.536825
30,10,30,10,2.487828,2.325946,2.164063,2.002181,1.840299,7.405021,7.094938,6.784855,6.474772,6.164688,6.164688,2.619448,2.457565,2.295683,2.133801,1.971918,7.620921,7.310838,7.000754,6.690671,6.690671,6.380588,2.78133,7.931004,2.649711,7.715105,2.634579,2.472697,2.310814,2.148932,2.148932,1.98705,7.668013,7.35793,7.047846,6.737763,6.42768,2.183258,3.387443,4.591629,5.795814,7,2.084497,3.313373,4.542248,5.771124,7,7,1.204186,2.408371,3.612557,4.816742,6.020928,1.228876,2.457752,3.686627,4.915503,4.915503,6.144379,0,0,0.979072,0.855621,1.091629,2.295814,3.5,4.704186,4.704186,5.908371,1.042248,2.271124,3.5,4.728876,5.957752,0.983398,0.792485,0.601573,0.41066,0.219747,0.12551,-0.550133,-1.225777,-1.90142,-2.577064,-2.577064,1.138621,0.947708,0.756795,0.565883,0.37497,0.595936,-0.079708,-0.755351,-1.430995,-1.430995,-2.106638,1.329533,1.271579,1.17431,0.801154,1.017885,0.826972,0.63606,0.445147,0.445147,0.254234,0.191473,-0.48417,-1.159814,-1.835457,-2.511101
31,10,31,10,2.504872,2.338729,2.172585,2.006442,1.840299,7.423997,7.10917,6.794343,6.479516,6.164688,6.164688,2.639725,2.473582,2.307439,2.141295,1.975152,7.640746,7.325919,7.011091,6.696264,6.696264,6.381437,2.805869,7.955573,2.671015,7.738824,2.65537,2.489227,2.323084,2.15694,2.15694,1.990797,7.689785,7.374958,7.060131,6.745303,6.430476,2.182106,3.386579,4.591053,5.795526,7,2.077762,3.308322,4.538881,5.769441,7,7,1.204474,2.408947,3.613421,4.817894,6.022368,1.230559,2.461119,3.691678,4.922238,4.922238,6.152797,0,0,0.977632,0.847203,1.091053,2.295526,3.5,4.704474,4.704474,5.908947,1.038881,2.269441,3.5,4.730559,5.961119,1.015138,0.81629,0.617443,0.418595,0.219747,0.24103,-0.463494,-1.168017,-1.87254,-2.577064,-2.577064,1.176536,0.977689,0.778841,0.579993,0.381146,0.726073,0.02155,-0.682974,-1.387497,-1.387497,-2.092021,1.375384,1.430597,1.213986,0.945553,1.057561,0.858713,0.659865,0.461018,0.461018,0.26217,0.332316,-0.372207,-1.076731,-1.781254,-2.485778
32,10,32,10,2.521129,2.350922,2.180714,2.010506,1.840299,7.440469,7.121524,6.802579,6.483633,6.164688,6.164688,2.659044,2.488837,2.318629,2.148421,1.978214,7.657619,7.338674,7.019729,6.700784,6.700784,6.381839,2.829252,7.976564,2.691337,7.759414,2.675191,2.504983,2.334775,2.164568,2.164568,1.99436,7.708516,7.389571,7.070626,6.751681,6.432736,2.180951,3.385713,4.590476,5.795238,7,2.071151,3.303363,4.535576,5.767788,7,7,1.204762,2.409524,3.614287,4.819049,6.023811,1.232212,2.464424,3.696637,4.928849,4.928849,6.161061,0,0,0.976189,0.838939,1.090476,2.295238,3.5,4.704762,4.704762,5.909524,1.035576,2.267788,3.5,4.732212,5.964424,1.046303,0.839664,0.633025,0.426386,0.219747,0.354762,-0.378194,-1.111151,-1.844107,-2.577064,-2.577064,1.213737,1.007098,0.800459,0.593821,0.387182,0.853788,0.120832,-0.612125,-1.345081,-1.345081,-2.078038,1.420376,1.586745,1.252942,1.087719,1.096538,0.889899,0.68326,0.476621,0.476621,0.269982,0.470993,-0.261963,-0.99492,-1.727876,-2.460833
33,10,33,10,2.536652,2.362563,2.188475,2.014387,1.840299,7.454565,7.132096,6.809627,6.487158,6.164688,6.164688,2.677468,2.50338,2.329292,2.155204,1.981115,7.671709,7.34924,7.02677,6.704301,6.704301,6.381832,2.851557,7.994178,2.71074,7.777035,2.694104,2.520016,2.345928,2.171839,2.171839,1.997751,7.724372,7.401902,7.079433,6.756964,6.434495,2.179795,3.384846,4.589898,5.794949,7,2.064668,3.298501,4.532334,5.766167,7,7,1.205051,2.410102,3.615154,4.820205,6.025256,1.233833,2.467666,3.701499,4.935332,4.935332,6.169165,0,0,0.974744,0.830835,1.089898,2.294949,3.5,4.705051,4.705051,5.910102,1.032334,2.266167,3.5,4.733833,5.967666,1.076907,0.862617,0.648327,0.434037,0.219747,0.466751,-0.294203,-1.055156,-1.81611,-2.577064,-2.577064,1.250242,1.035952,0.821662,0.607372,0.393082,0.97916,0.218206,-0.542748,-1.303702,-1.303702,-2.064655,1.464532,1.740113,1.291197,1.227705,1.134835,0.920545,0.706255,0.491965,0.491965,0.277675,0.607571,-0.153383,-0.914337,-1.67529,-2.436244
34,10,34,10,2.551487,2.37369,2.195893,2.018096,1.840299,7.466405,7.140976,6.815547,6.490118,6.164688,6.164688,2.695056,2.517259,2.339462,2.161665,1.983868,7.683168,7.357739,7.03231,6.706881,6.706881,6.381451,2.872853,8.008598,2.729284,7.791835,2.71217,2.534373,2.356576,2.178779,2.178779,2.000982,7.737501,7.412072,7.086643,6.761214,6.435785,2.178639,3.383979,4.589319,5.79466,7,2.058315,3.293736,4.529157,5.764579,7,7,1.20534,2.410681,3.616021,4.821361,6.026702,1.235421,2.470843,3.706264,4.941685,4.941685,6.177107,0,0,0.973298,0.822893,1.089319,2.29466,3.5,4.70534,4.70534,5.910681,1.029157,2.264579,3.5,4.735421,5.970843,1.106964,0.88516,0.663356,0.441551,0.219747,0.577042,-0.211485,-1.000011,-1.788538,-2.577064,-2.577064,1.286069,1.064264,0.84246,0.620656,0.398852,1.102266,0.313739,-0.474787,-1.263313,-1.263313,-2.05184,1.507873,1.890792,1.328768,1.365568,1.172469,0.950665,0.72886,0.507056,0.507056,0.285252,0.742116,-0.046411,-0.834937,-1.623464,-2.41199
35,10,35,10,2.565679,2.384334,2.202989,2.021644,1.840299,7.476097,7.148245,6.820393,6.492541,6.164688,6.164688,2.711861,2.530515,2.34917,2.167825,1.98648,7.692138,7.364286,7.036434,6.708582,6.708582,6.38073,2.893206,8.01999,2.747024,7.803949,2.729442,2.548097,2.366752,2.185407,2.185407,2.004062,7.748043,7.420191,7.092339,6.764487,6.436635,2.177483,3.383112,4.588742,5.794371,7,2.052094,3.28907,4.526047,5.763023,7,7,1.205629,2.411258,3.616888,4.822517,6.028146,1.236977,2.473953,3.71093,4.947906,4.947906,6.184883,0,0,0.971854,0.815117,1.088742,2.294371,3.5,4.705629,4.705629,5.911258,1.026047,2.263023,3.5,4.736977,5.973953,1.136489,0.907304,0.678118,0.448933,0.219747,0.68568,-0.130006,-0.945692,-1.761378,-2.577064,-2.577064,1.321235,1.09205,0.862864,0.633678,0.404493,1.223183,0.407498,-0.408188,-1.223874,-1.223874,-2.03956,1.550421,2.038869,1.365675,1.501366,1.209457,0.980272,0.751086,0.521901,0.521901,0.292715,0.874695,0.059009,-0.756677,-1.572363,-2.388049
36,10,36,10,2.579268,2.394526,2.209784,2.025041,1.840299,7.483739,7.153976,6.824214,6.494451,6.164688,6.164688,2.727932,2.54319,2.358447,2.173705,1.988962,7.698746,7.368983,7.039221,6.709458,6.709458,6.379695,2.912675,8.028509,2.764011,7.813502,2.745972,2.561229,2.376487,2.191744,2.191744,2.007002,7.756124,7.426361,7.096598,6.766836,6.437073,2.176329,3.382247,4.588165,5.794082,7,2.046005,3.284504,4.523003,5.761501,7,7,1.205918,2.411835,3.617753,4.823671,6.029588,1.238499,2.476997,3.715496,4.953995,4.953995,6.192493,0,0,0.970412,0.807507,1.088165,2.294082,3.5,4.705918,4.705918,5.911835,1.023003,2.261501,3.5,4.738499,5.976997,1.165496,0.929059,0.692622,0.456184,0.219747,0.792711,-0.049733,-0.892176,-1.73462,-2.577064,-2.577064,1.355759,1.119322,0.882885,0.646447,0.41001,1.341988,0.499545,-0.342899,-1.185343,-1.185343,-2.027787,1.592196,2.184432,1.401933,1.635155,1.245817,1.00938,0.772942,0.536505,0.536505,0.300068,1.005374,0.16293,-0.679513,-1.521957,-2.364401
37,10,37,10,2.592293,2.404294,2.216296,2.028297,1.840299,7.489424,7.15824,6.827056,6.495872,6.164688,6.164688,2.743317,2.555318,2.36732,2.179321,1.991322,7.703109,7.371926,7.040742,6.709558,6.709558,6.378374,2.931315,8.034293,2.780292,7.820608,2.761804,2.573806,2.385807,2.197808,2.197808,2.00981,7.761859,7.430675,7.099491,6.768307,6.437123,2.175179,3.381384,4.587589,5.793795,7,2.040049,3.280037,4.520024,5.760012,7,7,1.206205,2.412411,3.618616,4.824821,6.031027,1.239988,2.479976,3.719963,4.959951,4.959951,6.199939,0,0,0.968973,0.800061,1.087589,2.293795,3.5,4.706205,4.706205,5.912411,1.020024,2.260012,3.5,4.739988,5.979976,1.193998,0.950435,0.706873,0.46331,0.219747,0.898182,0.029371,-0.839441,-1.708252,-2.577064,-2.577064,1.389658,1.146095,0.902532,0.65897,0.415407,1.458754,0.589943,-0.278869,-1.14768,-1.14768,-2.016492,1.63322,2.327566,1.437561,1.766994,1.281564,1.038002,0.794439,0.550876,0.550876,0.307314,1.134221,0.265409,-0.603402,-1.472214,-2.341026
38,10,38,10,2.604788,2.413665,2.222543,2.031421,1.840299,7.493235,7.161099,6.828962,6.496825,6.164688,6.164688,2.758057,2.566935,2.375813,2.18469,1.993568,7.705336,7.373199,7.041062,6.708926,6.708926,6.376789,2.949179,8.037472,2.79591,7.825372,2.776984,2.585861,2.394739,2.203617,2.203617,2.012494,7.765354,7.433217,7.10108,6.768944,6.436807,2.174031,3.380523,4.587016,5.793508,7,2.034223,3.275667,4.517112,5.758556,7,7,1.206492,2.412984,3.619477,4.825969,6.032461,1.241444,2.482888,3.724333,4.965777,4.965777,6.207221,0,0,0.967539,0.792779,1.087016,2.293508,3.5,4.706492,4.706492,5.912984,1.017112,2.258556,3.5,4.741444,5.982888,1.222008,0.971443,0.720877,0.470312,0.219747,1.002139,0.107338,-0.787463,-1.682263,-2.577064,-2.577064,1.422947,1.172382,0.921817,0.671252,0.420686,1.573553,0.678753,-0.216048,-1.110849,-1.110849,-2.005649,1.673512,2.468354,1.472573,1.896939,1.316716,1.066151,0.815586,0.565021,0.565021,0.314456,1.2613,0.366499,-0.528302,-1.423102,-2.317903
39,10,39,10,2.616785,2.422663,2.228542,2.03442,1.840299,7.495249,7.162609,6.829969,6.497329,6.164688,6.164688,2.772193,2.578071,2.38395,2.189828,1.995707,7.705522,7.372882,7.040242,6.707602,6.707602,6.374961,2.966314,8.038162,2.810906,7.827889,2.79155,2.597428,2.403306,2.209185,2.209185,2.015063,7.766706,7.434066,7.101425,6.768785,6.436145,2.172888,3.379666,4.586444,5.793222,7,2.028527,3.271395,4.514263,5.757132,7,7,1.206778,2.413556,3.620334,4.827112,6.03389,1.242868,2.485737,3.728605,4.971473,4.971473,6.214341,0,0,0.96611,0.785659,1.086444,2.293222,3.5,4.706778,4.706778,5.913556,1.014263,2.257132,3.5,4.742868,5.985737,1.249538,0.99209,0.734643,0.477195,0.219747,1.104626,0.184203,-0.736219,-1.656642,-2.577064,-2.577064,1.455643,1.198195,0.940747,0.6833,0.425852,1.686455,0.766033,-0.154389,-1.074812,-1.074812,-1.995234,1.71309,2.606878,1.506986,2.025048,1.351287,1.093839,0.836392,0.578944,0.578944,0.321496,1.386675,0.466253,-0.454169,-1.374592,-2.295014
40,10,40,10,2.628314,2.43131,2.234307,2.037303,1.840299,7.495536,7.162824,6.830112,6.4974,6.164688,6.164688,2.78576,2.588757,2.391753,2.194749,1.997745,7.703758,7.371046,7.038334,6.705622,6.705622,6.37291,2.982764,8.03647,2.825318,7.828248,2.805539,2.608535,2.411532,2.214528,2.214528,2.017524,7.766003,7.433291,7.100579,6.767867,6.435155,2.17175,3.378813,4.585875,5.792938,7,2.022957,3.267218,4.511479,5.755739,7,7,1.207062,2.414125,3.621187,4.82825,6.035312,1.244261,2.488521,3.732782,4.977043,4.977043,6.221303,0,0,0.964688,0.778697,1.085875,2.292938,3.5,4.707062,4.707062,5.914125,1.011479,2.255739,3.5,4.744261,5.988521,1.2766,1.012387,0.748174,0.483961,0.219747,1.205688,0.26,-0.685688,-1.631376,-2.577064,-2.577064,1.48776,1.223547,0.959334,0.695121,0.430907,1.797529,0.851841,-0.093847,-1.039535,-1.039535,-1.985223,1.751974,2.743217,1.540814,2.151376,1.385292,1.121079,0.856865,0.592652,0.592652,0.328439,1.510412,0.564724,-0.380964,-1.326652,-2.27234
41,10,41,10,2.639404,2.439628,2.239852,2.040075,1.840299,7.49416,7.161792,6.829424,6.497056,6.164688,6.164688,2.798795,2.599018,2.399242,2.199465,1.999689,7.700123,7.367755,7.035387,6.703019,6.703019,6.370651,2.998571,8.032491,2.839181,7.826528,2.818988,2.619211,2.419435,2.219658,2.219658,2.019882,7.763326,7.430958,7.09859,6.766222,6.433854,2.170617,3.377963,4.585309,5.792654,7,2.017512,3.263134,4.508756,5.754378,7,7,1.207346,2.414691,3.622037,4.829383,6.036728,1.245622,2.491244,3.736866,4.982488,4.982488,6.22811,0,0,0.963272,0.77189,1.085309,2.292654,3.5,4.707346,4.707346,5.914691,1.008756,2.254378,3.5,4.745622,5.991244,1.303207,1.032342,0.761477,0.490612,0.219747,1.30537,0.334761,-0.635847,-1.606456,-2.577064,-2.577064,1.519314,1.248449,0.977584,0.70672,0.435855,1.906839,0.93623,-0.034378,-1.004986,-1.004986,-1.975595,1.790179,2.877447,1.574071,2.275978,1.418745,1.14788,0.877015,0.606151,0.606151,0.335286,1.632572,0.661963,-0.308645,-1.279254,-2.249862
42,10,42,10,2.650081,2.447636,2.24519,2.042744,1.840299,7.491179,7.159556,6.827934,6.496311,6.164688,6.164688,2.811327,2.608882,2.406436,2.20399,2.001545,7.694691,7.363068,7.031445,6.699823,6.699823,6.3682,3.013773,8.026313,2.852527,7.822802,2.831927,2.629482,2.427036,2.22459,2.22459,2.022144,7.758746,7.427123,7.095501,6.763878,6.432256,2.169491,3.377118,4.584745,5.792373,7,2.012188,3.259141,4.506094,5.753047,7,7,1.207627,2.415255,3.622882,4.830509,6.038137,1.246953,2.493906,3.740859,4.987812,4.987812,6.234765,0,0,0.961863,0.765235,1.084745,2.292373,3.5,4.707627,4.707627,5.915255,1.006094,2.253047,3.5,4.746953,5.993906,1.329367,1.051962,0.774557,0.497152,0.219747,1.403715,0.40852,-0.586674,-1.581869,-2.577064,-2.577064,1.550318,1.272913,0.995508,0.718103,0.440698,2.01445,1.019256,0.024061,-0.971134,-0.971134,-1.966329,1.827722,3.009645,1.606772,2.39891,1.45166,1.174255,0.89685,0.619445,0.619445,0.34204,1.753217,0.758022,-0.237173,-1.232368,-2.227562
43,10,43,10,2.66037,2.455352,2.250334,2.045316,1.840299,7.486645,7.156156,6.825667,6.495178,6.164688,6.164688,2.823389,2.618371,2.413353,2.208335,2.003318,7.687527,7.357038,7.026549,6.696059,6.696059,6.36557,3.028407,8.018016,2.865388,7.817134,2.844388,2.63937,2.434353,2.229335,2.229335,2.024317,7.752331,7.421841,7.091352,6.760863,6.430374,2.16837,3.376278,4.584185,5.792093,7,2.006983,3.255237,4.503492,5.751746,7,7,1.207907,2.415815,3.623722,4.83163,6.039537,1.248254,2.496508,3.744763,4.993017,4.993017,6.241271,0,0,0.960463,0.758729,1.084185,2.292093,3.5,4.707907,4.707907,5.915815,1.003492,2.251746,3.5,4.748254,5.996508,1.355092,1.071256,0.78742,0.503583,0.219747,1.500766,0.481309,-0.538149,-1.557606,-2.577064,-2.577064,1.580784,1.296947,1.013111,0.729275,0.445438,2.120425,1.100968,0.08151,-0.937948,-0.937948,-1.957405,1.86462,3.139883,1.638929,2.520224,1.484048,1.200212,0.916376,0.63254,0.63254,0.348703,1.872408,0.85295,-0.166507,-1.185965,-2.205422
44,10,44,10,2.670292,2.462794,2.255296,2.047797,1.840299,7.480606,7.151627,6.822647,6.493668,6.164688,6.164688,2.835007,2.627508,2.42001,2.212512,2.005013,7.678691,7.349712,7.020732,6.691753,6.691753,6.362774,3.042505,8.007671,2.877791,7.809585,2.856399,2.6489,2.441402,2.233904,2.233904,2.026405,7.744138,7.415159,7.08618,6.7572,6.428221,2.167256,3.375442,4.583628,5.791814,7,2.001893,3.25142,4.500946,5.750473,7,7,1.208186,2.416372,3.624558,4.832744,6.04093,1.249527,2.499054,3.74858,4.998107,4.998107,6.247634,0,0,0.95907,0.752366,1.083628,2.291814,3.5,4.708186,4.708186,5.916372,1.000946,2.250473,3.5,4.749527,5.999054,1.380391,1.09023,0.800069,0.509908,0.219747,1.596566,0.553159,-0.490249,-1.533656,-2.577064,-2.577064,1.610724,1.320563,1.030402,0.740241,0.45008,2.224824,1.181416,0.138009,-0.905399,-0.905399,-1.948807,1.900885,3.268231,1.670553,2.639974,1.515923,1.225762,0.935601,0.64544,0.64544,0.355279,1.990206,0.946798,-0.096609,-1.140017,-2.183424
45,10,45,10,2.679871,2.469978,2.260085,2.050192,1.840299,7.473103,7.146,6.818896,6.491792,6.164688,6.164688,2.846208,2.636315,2.426422,2.216529,2.006636,7.668236,7.341132,7.014029,6.686925,6.686925,6.359821,3.056101,7.99534,2.889764,7.800207,2.867986,2.658093,2.4482,2.238307,2.238307,2.028414,7.734222,7.407118,7.080014,6.75291,6.425807,2.16615,3.374612,4.583075,5.791537,7,1.996915,3.247686,4.498457,5.749229,7,7,1.208463,2.416925,3.625388,4.83385,6.042313,1.250771,2.501543,3.752314,5.003085,5.003085,6.253857,0,0,0.957687,0.746143,1.083075,2.291537,3.5,4.708463,4.708463,5.916925,0.998457,2.249229,3.5,4.750771,6.001543,1.405274,1.108892,0.81251,0.516129,0.219747,1.691156,0.624101,-0.442954,-1.510009,-2.577064,-2.577064,1.640151,1.34377,1.047388,0.751006,0.454625,2.327704,1.260649,0.193594,-0.873461,-0.873461,-1.940516,1.936533,3.394759,1.701655,2.758211,1.547295,1.250914,0.954532,0.658151,0.658151,0.361769,2.10667,1.039615,-0.02744,-1.094495,-2.16155
46,10,46,10,2.689127,2.47692,2.264713,2.052506,1.840299,7.464175,7.139304,6.814432,6.48956,6.164688,6.164688,2.857018,2.644811,2.432604,2.220397,2.00819,7.656209,7.331337,7.006465,6.681593,6.681593,6.356722,3.069225,7.98108,2.901334,7.789047,2.879176,2.666969,2.454762,2.242555,2.242555,2.030348,7.722628,7.397756,7.072884,6.748013,6.423141,2.16505,3.373788,4.582525,5.791263,7,1.992045,3.244034,4.496022,5.748011,7,7,1.208737,2.417475,3.626212,4.83495,6.043687,1.251989,2.503978,3.755966,5.007955,5.007955,6.259944,0,0,0.956313,0.740056,1.082525,2.291263,3.5,4.708737,4.708737,5.917475,0.996022,2.248011,3.5,4.751989,6.003978,1.429747,1.127247,0.824747,0.522247,0.219747,1.784577,0.694167,-0.396244,-1.486654,-2.577064,-2.577064,1.669075,1.366575,1.064075,0.761575,0.459075,2.429123,1.338713,0.248303,-0.842107,-0.842107,-1.932518,1.971575,3.519534,1.732247,2.874987,1.578175,1.275675,0.973175,0.670675,0.670675,0.368175,2.221859,1.131449,0.041039,-1.049371,-2.139782
47,10,47,10,2.698078,2.483633,2.269188,2.054743,1.840299,7.453854,7.131563,6.809271,6.48698,6.164688,6.164688,2.867459,2.653014,2.438569,2.224125,2.00968,7.64265,7.320358,6.998067,6.675775,6.675775,6.353484,3.081904,7.964941,2.912522,7.776146,2.889991,2.675546,2.461101,2.246656,2.246656,2.032212,7.709398,7.387106,7.064815,6.742523,6.420232,2.163959,3.372969,4.581979,5.79099,7,1.98728,3.24046,4.49364,5.74682,7,7,1.20901,2.418021,3.627031,4.836041,6.045051,1.25318,2.50636,3.75954,5.01272,5.01272,6.2659,0,0,0.954949,0.7341,1.081979,2.29099,3.5,4.70901,4.70901,5.918021,0.99364,2.24682,3.5,4.75318,6.00636,1.45382,1.145302,0.836784,0.528265,0.219747,1.876869,0.763386,-0.350097,-1.463581,-2.577064,-2.577064,1.697506,1.388988,1.08047,0.771952,0.463433,2.529137,1.415654,0.30217,-0.811313,-0.811313,-1.924796,2.006024,3.64262,1.762338,2.990353,1.608573,1.300055,0.991536,0.683018,0.683018,0.3745,2.335833,1.22235,0.108866,-1.004617,-2.1181
48,10,48,10,2.706743,2.490132,2.273521,2.05691,1.840299,7.442169,7.122799,6.803429,6.484059,6.164688,6.164688,2.877554,2.660943,2.444332,2.227721,2.01111,7.627595,7.308225,6.988855,6.669484,6.669484,6.350114,3.094165,7.946965,2.923354,7.761539,2.900454,2.683843,2.467232,2.250621,2.250621,2.03401,7.694567,7.375197,7.055827,6.736457,6.417086,2.162875,3.372157,4.581438,5.790719,7,1.982617,3.236963,4.491309,5.745654,7,7,1.209281,2.418562,3.627843,4.837125,6.046406,1.254346,2.508691,3.763037,5.017383,5.017383,6.271728,0,0,0.953594,0.728272,1.081438,2.290719,3.5,4.709281,4.709281,5.918562,0.991309,2.245654,3.5,4.754346,6.008691,1.477499,1.163061,0.848623,0.534185,0.219747,1.968073,0.831789,-0.304495,-1.44078,-2.577064,-2.577064,1.725453,1.411015,1.096577,0.782139,0.467701,2.627799,1.491514,0.35523,-0.781054,-0.781054,-1.917339,2.039891,3.764083,1.791937,3.104358,1.638497,1.324059,1.009621,0.695183,0.695183,0.380745,2.44865,1.312365,0.176081,-0.960203,-2.096488
49,10,49,10,2.715139,2.496429,2.277719,2.059009,1.840299,7.429142,7.113029,6.796915,6.480802,6.164688,6.164688,2.887325,2.668615,2.449904,2.231194,2.012484,7.611074,7.294961,6.978847,6.662734,6.662734,6.34662,3.106035,7.927188,2.93385,7.745256,2.910587,2.691877,2.473167,2.254457,2.254457,2.035746,7.678165,7.362052,7.045938,6.729825,6.413711,2.1618,3.37135,4.5809,5.79045,7,1.978053,3.233539,4.489026,5.744513,7,7,1.20955,2.4191,3.62865,4.8382,6.04775,1.255487,2.510974,3.766461,5.021947,5.021947,6.277434,0,0,0.95225,0.722566,1.0809,2.29045,3.5,4.70955,4.70955,5.9191,0.989026,2.244513,3.5,4.755487,6.010974,1.500791,1.18053,0.860269,0.540008,0.219747,2.058228,0.899405,-0.259418,-1.418241,-2.577064,-2.577064,1.752925,1.432664,1.112403,0.792142,0.471881,2.725161,1.566338,0.407515,-0.751308,-0.751308,-1.910131,2.073186,3.883984,1.821052,3.217051,1.667956,1.347695,1.027434,0.707173,0.707173,0.386912,2.560368,1.401545,0.242722,-0.916101,-2.074924
50,10,50,10,2.723284,2.502538,2.281791,2.061045,1.840299,7.414794,7.102268,6.789741,6.477215,6.164688,6.164688,2.896791,2.676045,2.455298,2.234552,2.013805,7.593112,7.280586,6.968059,6.655533,6.655533,6.343006,3.117537,7.905638,2.944031,7.727321,2.920411,2.699664,2.478918,2.258172,2.258172,2.037425,7.660216,7.34769,7.035163,6.722637,6.41011,2.160733,3.37055,4.580367,5.790183,7,1.973582,3.230187,4.486791,5.743396,7,7,1.209817,2.419633,3.62945,4.839267,6.049083,1.256604,2.513209,3.769813,5.026418,5.026418,6.283022,0,0,0.950917,0.716978,1.080367,2.290183,3.5,4.709817,4.709817,5.919633,0.986791,2.243396,3.5,4.756604,6.013209,1.523703,1.197714,0.871725,0.545736,0.219747,2.147374,0.966264,-0.214845,-1.395955,-2.577064,-2.577064,1.77993,1.453941,1.127952,0.801964,0.475975,2.821277,1.640167,0.459058,-0.722052,-0.722052,-1.903161,2.105919,4.002386,1.849691,3.328483,1.696958,1.37097,1.044981,0.718992,0.718992,0.393003,2.671047,1.489938,0.308829,-0.872281,-2.05339
