in:wing1,in:wing2,out:wing1,out:wing2,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,z32,z33,z34,z35,z36,z37
14,50,14,50,2.438845,2.608518,2.778191,2.947864,3.117537,7.116979,7.314144,7.511309,7.708474,7.905638,7.905638,2.303242,2.472915,2.642588,2.812261,2.981935,6.995362,7.192527,7.389691,7.586856,7.586856,7.784021,2.133569,6.798197,2.269172,6.919814,2.286207,2.45588,2.625553,2.795226,2.795226,2.964899,6.957588,7.154753,7.351918,7.549083,7.746247,2.171748,3.378811,4.585874,5.792937,7,2.014984,3.261238,4.507492,5.753746,7,7,1.207063,2.414126,3.621189,4.828252,6.035314,1.246254,2.492508,3.738762,4.985016,4.985016,6.231271,0,0,0.964686,0.768729,1.085874,2.292937,3.5,4.707063,4.707063,5.914126,1.007492,2.253746,3.5,4.746254,5.992508,0.975701,1.258255,1.54081,1.823364,2.105919,-0.069417,0.948534,1.966485,2.984435,4.002386,4.002386,0.749883,1.032438,1.314992,1.597547,1.880101,-0.697322,0.320629,1.33858,2.356531,2.356531,3.374481,0.467329,-1.715272,0.693147,-1.087368,0.592521,0.875076,1.15763,1.440185,1.440185,1.722739,-1.348666,-0.330715,0.687236,1.705186,2.723137
15,50,15,50,2.481636,2.640611,2.799587,2.958562,3.117537,7.210236,7.384086,7.557937,7.731788,7.905638,7.905638,2.354143,2.513118,2.672094,2.831069,2.990044,7.101032,7.274883,7.448734,7.622584,7.622584,7.796435,2.195168,6.927182,2.322661,7.036385,2.338402,2.497377,2.656352,2.815328,2.815328,2.974303,7.068709,7.242559,7.41641,7.590261,7.764111,2.174052,3.380539,4.587026,5.793513,7,2.025003,3.268752,4.512502,5.756251,7,7,1.206487,2.412974,3.619461,4.825948,6.032436,1.243749,2.487498,3.731248,4.974997,4.974997,6.218746,0,0,0.967564,0.781254,1.087026,2.293513,3.5,4.706487,4.706487,5.912974,1.012502,2.256251,3.5,4.743749,5.987498,1.01813,1.290078,1.562025,1.833972,2.105919,0.08872,1.067136,2.045553,3.023969,4.002386,4.002386,0.800037,1.071985,1.343932,1.615879,1.887826,-0.525867,0.45255,1.430966,2.409383,2.409383,3.387799,0.52809,-1.504283,0.746183,-0.889697,0.642049,0.913996,1.185943,1.45789,1.45789,1.729837,-1.173704,-0.195288,0.783129,1.761545,2.739962
16,50,16,50,2.521649,2.670621,2.819593,2.968565,3.117537,7.295748,7.44822,7.600693,7.753166,7.905638,7.905638,2.401794,2.550766,2.699738,2.84871,2.997682,7.198273,7.350745,7.503218,7.655691,7.655691,7.808163,2.252822,7.0458,2.372677,7.143275,2.387235,2.536207,2.685179,2.834152,2.834152,2.983124,7.170774,7.323247,7.475719,7.628192,7.780665,2.176196,3.382147,4.588098,5.794049,7,2.03484,3.27613,4.51742,5.75871,7,7,1.205951,2.411902,3.617853,4.823804,6.029754,1.24129,2.48258,3.72387,4.96516,4.96516,6.206449,0,0,0.970246,0.793551,1.088098,2.294049,3.5,4.705951,4.705951,5.911902,1.01742,2.25871,3.5,4.74129,5.98258,1.059982,1.321466,1.582951,1.844435,2.105919,0.244206,1.183751,2.123296,3.062841,4.002386,4.002386,0.849606,1.11109,1.372574,1.634058,1.895542,-0.35644,0.583105,1.52265,2.462195,2.462195,3.40174,0.588122,-1.295985,0.798498,-0.695339,0.691135,0.95262,1.214104,1.475588,1.475588,1.737072,-1.000348,-0.060803,0.878742,1.818287,2.757832
17,50,17,50,2.559109,2.698716,2.838323,2.97793,3.117537,7.374039,7.506939,7.639839,7.772738,7.905638,7.905638,2.446453,2.58606,2.725667,2.865274,3.004881,7.287619,7.420519,7.553419,7.686319,7.686319,7.819219,2.306846,7.154719,2.419502,7.241139,2.432977,2.572585,2.712192,2.851799,2.851799,2.991406,7.264379,7.397279,7.530179,7.663079,7.795979,2.178193,3.383645,4.589097,5.794548,7,2.044475,3.283356,4.522237,5.761119,7,7,1.205452,2.410903,3.616355,4.821807,6.027259,1.238881,2.477763,3.716644,4.955525,4.955525,6.194407,0,0,0.972741,0.805593,1.089097,2.294548,3.5,4.705452,4.705452,5.910903,1.022237,2.261119,3.5,4.738881,5.977763,1.101202,1.352382,1.603561,1.85474,2.105919,0.396855,1.298237,2.19962,3.101003,4.002386,4.002386,0.898513,1.149692,1.400871,1.65205,1.903229,-0.189278,0.712105,1.613488,2.514871,2.514871,3.416254,0.647334,-1.09066,0.850023,-0.504528,0.739683,0.990863,1.242042,1.493221,1.493221,1.7444,-0.828958,0.072425,0.973808,1.875191,2.776574
18,50,18,50,2.594222,2.725051,2.85588,2.986708,3.117537,7.445607,7.560615,7.675623,7.790631,7.905638,7.905638,2.488356,2.619185,2.750014,2.880843,3.011672,7.369585,7.484593,7.599601,7.714609,7.714609,7.829617,2.357528,7.254577,2.463393,7.330599,2.475875,2.606704,2.737532,2.868361,2.868361,2.99919,7.350092,7.4651,7.580108,7.695116,7.810124,2.180051,3.385038,4.590025,5.795013,7,2.053888,3.290416,4.526944,5.763472,7,7,1.204987,2.409975,3.614962,4.819949,6.024937,1.236528,2.473056,3.709584,4.946112,4.946112,6.18264,0,0,0.975063,0.81736,1.090025,2.295013,3.5,4.704987,4.704987,5.909975,1.026944,2.263472,3.5,4.736528,5.973056,1.141751,1.382793,1.623835,1.864877,2.105919,0.546535,1.410498,2.274461,3.138423,4.002386,4.002386,0.946703,1.187744,1.428786,1.669828,1.91087,-0.024555,0.839408,1.703371,2.567334,2.567334,3.431296,0.705661,-0.888517,0.900709,-0.317428,0.787617,1.028659,1.269701,1.510743,1.510743,1.751785,-0.659814,0.204148,1.068111,1.932074,2.796036
19,50,19,50,2.627175,2.749765,2.872356,2.994947,3.117537,7.510924,7.609603,7.708281,7.80696,7.905638,7.905638,2.52772,2.650311,2.772902,2.895492,3.018083,7.444658,7.543337,7.642015,7.740694,7.740694,7.839373,2.40513,7.34598,2.504584,7.412246,2.516152,2.638743,2.761333,2.883924,2.883924,3.006515,7.428452,7.527131,7.625809,7.724488,7.823166,2.181778,3.386334,4.590889,5.795445,7,2.063064,3.297298,4.531532,5.765766,7,7,1.204555,2.409111,3.613666,4.818222,6.022777,1.234234,2.468468,3.702702,4.936936,4.936936,6.17117,0,0,0.977223,0.82883,1.090889,2.295445,3.5,4.704555,4.704555,5.909111,1.031532,2.265766,3.5,4.734234,5.968468,1.181601,1.41268,1.64376,1.874839,2.105919,0.693165,1.52047,2.347776,3.175081,4.002386,4.002386,0.994132,1.225212,1.456291,1.687371,1.91845,0.137602,0.964907,1.792212,2.619518,2.619518,3.446823,0.763053,-0.689703,0.950521,-0.13414,0.83488,1.065959,1.297039,1.528118,1.528118,1.759198,-0.493128,0.334177,1.161482,1.988787,2.816093
20,50,20,50,2.658138,2.772988,2.887838,3.002688,3.117537,7.570433,7.654234,7.738036,7.821837,7.905638,7.905638,2.564741,2.679591,2.794441,2.909291,3.02414,7.513296,7.597098,7.680899,7.764701,7.764701,7.848502,2.449891,7.429495,2.543288,7.486631,2.554015,2.668865,2.783714,2.898564,2.898564,3.013414,7.499964,7.583765,7.667567,7.751368,7.83517,2.183384,3.387538,4.591692,5.795846,7,2.071988,3.303991,4.535994,5.767997,7,7,1.204154,2.408308,3.612462,4.816616,6.02077,1.232003,2.464006,3.696009,4.928012,4.928012,6.160016,0,0,0.97923,0.839984,1.091692,2.295846,3.5,4.704154,4.704154,5.908308,1.035994,2.267997,3.5,4.732003,5.964006,1.220733,1.44203,1.663326,1.884623,2.105919,0.836701,1.628122,2.419543,3.210965,4.002386,4.002386,1.040773,1.262069,1.483366,1.704662,1.925958,0.297107,1.088528,1.879949,2.671371,2.671371,3.462792,0.819477,-0.494314,0.999437,0.04528,0.881429,1.102725,1.324022,1.545318,1.545318,1.766614,-0.329052,0.462369,1.25379,2.045211,2.836633
21,50,21,50,2.687268,2.794835,2.902403,3.00997,3.117537,7.624545,7.694818,7.765092,7.835365,7.905638,7.905638,2.5996,2.707167,2.814734,2.922302,3.029869,7.575929,7.646203,7.716476,7.78675,7.78675,7.857023,2.492032,7.505656,2.579701,7.554272,2.58965,2.697218,2.804785,2.912352,2.912352,3.019919,7.565101,7.635374,7.705647,7.775921,7.846194,2.184876,3.388657,4.592438,5.796219,7,2.080647,3.310485,4.540323,5.770162,7,7,1.203781,2.407562,3.611343,4.815124,6.018906,1.229838,2.459677,3.689515,4.919353,4.919353,6.149191,0,0,0.981094,0.850809,1.092438,2.296219,3.5,4.703781,4.703781,5.907562,1.040323,2.270162,3.5,4.729838,5.959677,1.25914,1.470834,1.682529,1.894224,2.105919,0.97713,1.733444,2.489758,3.246072,4.002386,4.002386,1.086606,1.298301,1.509996,1.721691,1.933385,0.453908,1.210222,1.966536,2.72285,2.72285,3.479164,0.874911,-0.302406,1.047445,0.220816,0.927235,1.13893,1.350625,1.56232,1.56232,1.774015,-0.167694,0.58862,1.344934,2.101248,2.857562
22,50,22,50,2.714706,2.815414,2.916122,3.01683,3.117537,7.673645,7.731643,7.789642,7.84764,7.905638,7.905638,2.63246,2.733168,2.833876,2.934583,3.035291,7.632957,7.690956,7.748954,7.806953,7.806953,7.864951,2.531752,7.574959,2.613999,7.615646,2.623229,2.723937,2.824645,2.925353,2.925353,3.02606,7.624302,7.6823,7.740299,7.798297,7.856296,2.18626,3.389695,4.59313,5.796565,7,2.089031,3.316773,4.544515,5.772258,7,7,1.203435,2.40687,3.610305,4.81374,6.017174,1.227742,2.455485,3.683227,4.910969,4.910969,6.138712,0,0,0.982826,0.861288,1.09313,2.296565,3.5,4.703435,4.703435,5.90687,1.044515,2.272258,3.5,4.727742,5.955485,1.296816,1.499092,1.701368,1.903643,2.105919,1.114466,1.836446,2.558426,3.280406,4.002386,4.002386,1.131621,1.333897,1.536172,1.738448,1.940724,0.607981,1.329961,2.051941,2.773921,2.773921,3.495901,0.929346,-0.113998,1.094541,0.392486,0.97228,1.174556,1.376831,1.579107,1.579107,1.781382,-0.009119,0.712861,1.43484,2.15682,2.8788
23,50,23,50,2.740583,2.834821,2.92906,3.023299,3.117537,7.718087,7.764975,7.811863,7.858751,7.905638,7.905638,2.663473,2.757712,2.851951,2.946189,3.040428,7.684752,7.73164,7.778528,7.825416,7.825416,7.872304,2.569235,7.637864,2.646344,7.671199,2.654909,2.749147,2.843386,2.937625,2.937625,3.031863,7.677976,7.724864,7.771751,7.818639,7.865527,2.187545,3.390659,4.593773,5.796886,7,2.097129,3.322847,4.548565,5.774282,7,7,1.203114,2.406227,3.609341,4.812455,6.015568,1.225718,2.451435,3.677153,4.902871,4.902871,6.128588,0,0,0.984432,0.871412,1.093773,2.296886,3.5,4.703114,4.703114,5.906227,1.048565,2.274282,3.5,4.725718,5.951435,1.333766,1.526804,1.719842,1.912881,2.105919,1.248744,1.937154,2.625565,3.313975,4.002386,4.002386,1.175815,1.368853,1.561891,1.75493,1.947968,0.759325,1.447736,2.136146,2.824557,2.824557,3.512967,0.982776,0.070914,1.140727,0.560333,1.016551,1.20959,1.402628,1.595666,1.595666,1.788705,0.146634,0.835045,1.523456,2.211866,2.900277
24,50,24,50,2.765015,2.853146,2.941276,3.029407,3.117537,7.758199,7.795059,7.831919,7.868779,7.905638,7.905638,2.692777,2.780907,2.869038,2.957168,3.045299,7.731658,7.768518,7.805378,7.842238,7.842238,7.879098,2.604646,7.694798,2.676885,7.721339,2.684831,2.772961,2.861092,2.949222,2.949222,3.037353,7.726499,7.763359,7.800218,7.837078,7.873938,2.188736,3.391552,4.594368,5.797184,7,2.104935,3.328701,4.552467,5.776234,7,7,1.202816,2.405632,3.608448,4.811264,6.014079,1.223766,2.447533,3.671299,4.895065,4.895065,6.118832,0,0,0.985921,0.881168,1.094368,2.297184,3.5,4.702816,4.702816,5.905632,1.052467,2.276234,3.5,4.723766,5.947533,1.369994,1.553975,1.737956,1.921938,2.105919,1.380012,2.035606,2.691199,3.346793,4.002386,4.002386,1.219189,1.40317,1.587151,1.771132,1.955114,0.907955,1.563548,2.219142,2.874735,2.874735,3.530328,1.035207,0.252361,1.186013,0.724419,1.060046,1.244027,1.428009,1.61199,1.61199,1.795971,0.299557,0.955151,1.610744,2.266338,2.921931
25,50,25,50,2.788112,2.870468,2.952824,3.035181,3.117537,7.794283,7.822122,7.849961,7.8778,7.905638,7.905638,2.720496,2.802852,2.885209,2.967565,3.049922,7.773994,7.801832,7.829671,7.85751,7.85751,7.885349,2.638139,7.746155,2.705755,7.766445,2.713125,2.795482,2.877838,2.960195,2.960195,3.042551,7.770219,7.798058,7.825897,7.853735,7.881574,2.18984,3.39238,4.59492,5.79746,7,2.112439,3.334329,4.55622,5.77811,7,7,1.20254,2.40508,3.60762,4.81016,6.0127,1.22189,2.44378,3.665671,4.887561,4.887561,6.109451,0,0,0.9873,0.890549,1.09492,2.29746,3.5,4.70254,4.70254,5.90508,1.05622,2.27811,3.5,4.72189,5.94378,1.405511,1.580613,1.755715,1.930817,2.105919,1.508334,2.131847,2.75536,3.378873,4.002386,4.002386,1.26175,1.436852,1.611954,1.787056,1.962158,1.0539,1.677413,2.300926,2.924439,2.924439,3.547952,1.086648,0.430387,1.230409,0.884822,1.102765,1.277867,1.452969,1.628071,1.628071,1.803173,0.449659,1.073172,1.696685,2.320198,2.943711
26,50,26,50,2.80997,2.886862,2.963754,3.040646,3.117537,7.826617,7.846372,7.866128,7.885883,7.905638,7.905638,2.746746,2.823638,2.90053,2.977421,3.054313,7.812052,7.831807,7.851563,7.871318,7.871318,7.891073,2.669854,7.792297,2.733078,7.806862,2.739912,2.816804,2.893696,2.970588,2.970588,3.047479,7.809457,7.829212,7.848968,7.868723,7.888478,2.190861,3.393146,4.59543,5.797715,7,2.119638,3.339728,4.559819,5.779909,7,7,1.202285,2.40457,3.606854,4.809139,6.011424,1.220091,2.440181,3.660272,4.880362,4.880362,6.100453,0,0,0.988576,0.899547,1.09543,2.297715,3.5,4.702285,4.702285,5.90457,1.059819,2.279909,3.5,4.720091,5.940181,1.440328,1.606726,1.773123,1.939521,2.105919,1.633783,2.225934,2.818084,3.410235,4.002386,4.002386,1.303508,1.469906,1.636303,1.802701,1.969099,1.197202,1.789353,2.381504,2.973655,2.973655,3.565806,1.13711,0.605052,1.27393,1.041632,1.144713,1.311111,1.477508,1.643906,1.643906,1.810304,0.596968,1.189119,1.78127,2.37342,2.965571
27,50,27,50,2.830681,2.902395,2.974109,3.045823,3.117537,7.855455,7.868001,7.880547,7.893093,7.905638,7.905638,2.771633,2.843347,2.915061,2.986775,3.058489,7.846103,7.858649,7.871195,7.883741,7.883741,7.896287,2.699919,7.833557,2.758967,7.842909,2.7653,2.837014,2.908728,2.980442,2.980442,3.052156,7.844506,7.857052,7.869598,7.882144,7.89469,2.191805,3.393854,4.595902,5.797951,7,2.126525,3.344894,4.563263,5.781631,7,7,1.202049,2.404098,3.606146,4.808195,6.010244,1.218369,2.436737,3.655106,4.873475,4.873475,6.091843,0,0,0.989756,0.908157,1.095902,2.297951,3.5,4.702049,4.702049,5.904098,1.063263,2.281631,3.5,4.718369,5.936737,1.47446,1.632325,1.790189,1.948054,2.105919,1.756437,2.317924,2.879411,3.440899,4.002386,4.002386,1.344476,1.50234,1.660205,1.81807,1.975934,1.337911,1.899398,2.460886,3.022373,3.022373,3.58386,1.186611,0.776424,1.316595,1.194949,1.1859,1.343764,1.501629,1.659494,1.659494,1.817358,0.741523,1.30301,1.864498,2.425985,2.987472
28,50,28,50,2.850327,2.91713,2.983932,3.050735,3.117537,7.88103,7.887182,7.893334,7.899486,7.905638,7.905638,2.795252,2.862055,2.928857,2.99566,3.062462,7.876397,7.882549,7.888701,7.894853,7.894853,7.901005,2.72845,7.870245,2.783525,7.874878,2.789388,2.856191,2.922993,2.989796,2.989796,3.056599,7.875638,7.88179,7.887942,7.894094,7.900246,2.192677,3.394507,4.596338,5.798169,7,2.133098,3.349824,4.566549,5.783275,7,7,1.201831,2.403662,3.605493,4.807323,6.009154,1.216725,2.433451,3.650176,4.866902,4.866902,6.083627,0,0,0.990846,0.916373,1.096338,2.298169,3.5,4.701831,4.701831,5.903662,1.066549,2.283275,3.5,4.716725,5.933451,1.507922,1.657421,1.80692,1.95642,2.105919,1.87638,2.407882,2.939383,3.470885,4.002386,4.002386,1.384668,1.534167,1.683666,1.833165,1.982665,1.476081,2.007583,2.539084,3.070586,3.070586,3.602087,1.235168,0.94458,1.358422,1.344879,1.226336,1.375835,1.525334,1.674834,1.674834,1.824333,0.883374,1.414876,1.946377,2.477879,3.00938
29,50,29,50,2.868983,2.931122,2.99326,3.055399,3.117537,7.903557,7.904077,7.904598,7.905118,7.905638,7.905638,2.817693,2.879831,2.94197,3.004108,3.066247,7.903161,7.903682,7.904202,7.904722,7.904722,7.905243,2.755554,7.902641,2.806844,7.903037,2.812269,2.874407,2.936546,2.998684,2.998684,3.060823,7.903099,7.903619,7.90414,7.90466,7.90518,2.19348,3.39511,4.59674,5.79837,7,2.139354,3.354515,4.569677,5.784838,7,7,1.20163,2.40326,3.60489,4.80652,6.00815,1.215162,2.430323,3.645485,4.860646,4.860646,6.075808,0,0,0.99185,0.924192,1.09674,2.29837,3.5,4.70163,4.70163,5.90326,1.069677,2.284838,3.5,4.715162,5.930323,1.540729,1.682027,1.823324,1.964621,2.105919,1.993701,2.495872,2.998044,3.500215,4.002386,4.002386,1.424099,1.565397,1.706694,1.847992,1.989289,1.611774,2.113946,2.616117,3.118288,3.118288,3.620459,1.282802,1.109603,1.399432,1.49153,1.266035,1.407332,1.548629,1.689927,1.689927,1.831224,1.02258,1.524752,2.026923,2.529094,3.031265
30,50,30,50,2.886718,2.944423,3.002128,3.059832,3.117537,7.92323,7.918832,7.914434,7.910036,7.905638,7.905638,2.839035,2.89674,2.954445,3.01215,3.069855,7.926606,7.922208,7.91781,7.913412,7.913412,7.909014,2.78133,7.931004,2.829013,7.927628,2.834024,2.891729,2.949434,3.007139,3.007139,3.064844,7.927117,7.922719,7.918321,7.913923,7.909525,2.19422,3.395665,4.59711,5.798555,7,2.14529,3.358968,4.572645,5.786323,7,7,1.201445,2.40289,3.604335,4.80578,6.007225,1.213677,2.427355,3.641032,4.85471,4.85471,6.068387,0,0,0.992775,0.931613,1.09711,2.298555,3.5,4.701445,4.701445,5.90289,1.072645,2.286323,3.5,4.713677,5.927355,1.572899,1.706154,1.839409,1.972664,2.105919,2.10849,2.581964,3.055438,3.528912,4.002386,4.002386,1.462788,1.596043,1.729298,1.862553,1.995808,1.745053,2.218527,2.692001,3.165476,3.165476,3.63895,1.329533,1.271579,1.439644,1.635016,1.30501,1.438265,1.57152,1.704775,1.704775,1.83803,1.159205,1.632679,2.106153,2.579627,3.053101
31,50,31,50,2.903595,2.95708,3.010566,3.064052,3.117537,7.940229,7.931582,7.922934,7.914286,7.905638,7.905638,2.859354,2.91284,2.966326,3.019811,3.073297,7.946925,7.938277,7.92963,7.920982,7.920982,7.912334,2.805869,7.955573,2.850109,7.948877,2.854732,2.908217,2.961703,3.015189,3.015189,3.068674,7.947901,7.939253,7.930606,7.921958,7.91331,2.1949,3.396175,4.59745,5.798725,7,2.150906,3.36318,4.575453,5.787727,7,7,1.201275,2.40255,3.603825,4.8051,6.006375,1.212273,2.424547,3.63682,4.849094,4.849094,6.061367,0,0,0.993625,0.938633,1.09745,2.298725,3.5,4.701275,4.701275,5.90255,1.075453,2.287727,3.5,4.712273,5.924547,1.604448,1.729816,1.855184,1.980551,2.105919,2.220836,2.666224,3.111611,3.556999,4.002386,4.002386,1.500752,1.626119,1.751487,1.876855,2.002222,1.875984,2.321371,2.766759,3.212146,3.212146,3.657534,1.375384,1.430597,1.479081,1.775449,1.343279,1.468646,1.594014,1.719382,1.719382,1.844749,1.293316,1.738704,2.184091,2.629479,3.074866
32,50,32,50,2.919672,2.969138,3.018604,3.068071,3.117537,7.954717,7.942447,7.930178,7.917908,7.905638,7.905638,2.878718,2.928185,2.977651,3.027118,3.076584,7.964294,7.952025,7.939755,7.927486,7.927486,7.915216,2.829252,7.976564,2.870205,7.966987,2.874462,2.923928,2.973395,3.022861,3.022861,3.072328,7.96564,7.953371,7.941101,7.928832,7.916562,2.195523,3.396642,4.597761,5.798881,7,2.156202,3.367152,4.578101,5.789051,7,7,1.201119,2.402239,3.603358,4.804477,6.005596,1.210949,2.421899,3.632848,4.843798,4.843798,6.054747,0,0,0.994404,0.945253,1.097761,2.298881,3.5,4.701119,4.701119,5.902239,1.078101,2.289051,3.5,4.710949,5.921899,1.635394,1.753025,1.870656,1.988288,2.105919,2.330832,2.74872,3.166609,3.584497,4.002386,4.002386,1.538007,1.655639,1.77327,1.890901,2.008532,2.004633,2.422522,2.84041,3.258299,3.258299,3.676187,1.420376,1.586745,1.517763,1.912943,1.380856,1.498487,1.616118,1.73375,1.73375,1.851381,1.424986,1.842874,2.260763,2.678651,3.09654
33,50,33,50,2.935002,2.980636,3.02627,3.071904,3.117537,7.966842,7.951541,7.93624,7.920939,7.905638,7.905638,2.89719,2.942824,2.988458,3.034092,3.079726,7.978877,7.963576,7.948275,7.932974,7.932974,7.917673,2.851557,7.994178,2.889368,7.982143,2.893279,2.938913,2.984547,3.030181,3.030181,3.075815,7.98051,7.965209,7.949908,7.934607,7.919306,2.196093,3.39707,4.598047,5.799023,7,2.161178,3.370883,4.580589,5.790294,7,7,1.200977,2.401953,3.60293,4.803907,6.004884,1.209706,2.419411,3.629117,4.838822,4.838822,6.048528,0,0,0.995116,0.951472,1.098047,2.299023,3.5,4.700977,4.700977,5.901953,1.080589,2.290294,3.5,4.709706,5.919411,1.665753,1.775794,1.885836,1.995877,2.105919,2.438567,2.829522,3.220476,3.611431,4.002386,4.002386,1.574573,1.684615,1.794656,1.904698,2.01474,2.131068,2.522023,2.912978,3.303933,3.303933,3.694887,1.464532,1.740113,1.555711,2.047612,1.417758,1.527799,1.637841,1.747883,1.747883,1.857924,1.554286,1.945241,2.336196,2.727151,3.118106
